Game Type,Home,Away,Game,Team,Squad,Number,ACTION,Danger,Notes,Contested/Uncontested Chance,Period,Strength,,Team Totals All Situations: VAUGHAN KINGS,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,22,P,MD,,,1,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,10,GOAL,MD,,C,1,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,15,D,,,,1,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,8,CE,,,,1,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,14,M,LD,,,1,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,10,CE,,,,1,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,9,B,MD,,,1,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,34,CE,,,,1,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,34,S,LD,NO REB,,1,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,44,S,LD,NO REB,,1,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,42,M,LD,,,1,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,7,CE,,,,1,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,44,D,,,,1,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,14,CE,,,,1,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,17,CE,,,,1,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,22,CE,,,,1,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,48,B,LD,,,1,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,88,D,,,,1,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,10,P,MD,,,1,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,9,S,MD,,C,1,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,9,P,MD,,,1,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,22,M,MD,,C,1,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,88,P,HD,,,1,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,10,M,HD,,,1,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,57,P,MD,,,1,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,22,B,MD,,,1,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,48,D,,,,2,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,42,D,,,,2,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,15,UCE,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,98,D,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,88,PE,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,9,CE,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,88,D,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,7,GOAL,HD,BWAY,U,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,10,PE,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,6,CE,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,10,CE,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,6,D,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,34,S,LD,NO REB,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,10,Post,LD,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,86,D,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,86,M,HD,,C,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,21,B,LD,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,44,D,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,15,B,LD,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,9,CE,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,9,S,LD,NO REB,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,17,M,MD,,C,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,34,D,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,34,D,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,48,CE,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,7,S,LD,NO REB,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,88,S,LD,NO REB,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,8,PE,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,14,CE,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,17,M,LD,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,8,S,LD,REB,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,86,GOAL,HD,,C,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,98,CE,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,15,S,LD,NO REB,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,10,CE,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,21,PE,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,15,CE,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,44,B,LD,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,48,D,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,88,ASSIST,HD,,,2,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,22,GOAL,HD,,,2,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,8,CE,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,57,PE,,,,2,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,22,CE,,,,2,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,15,CE,,,,2,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,15,M,LD,,,2,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,22,CE,,,,2,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,88,P,HD,,,2,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,22,S,HD,,C,2,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,7,UCE,,,,2,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,7,D,,,,2,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,42,D,,,,2,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,8,UCE,,,,2,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,19,CE,,,,2,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,22,CE,,,,2,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,22,S,HD,,U,2,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,29,S,LD,NO REB,,2,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,22,D,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,98,CE,,,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,10,S,LD,NO REB,,2,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,7,B,LD,,,3,PK,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,19,M,MD,,,3,PK,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,10,B,LD,,,3,PK,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,7,S,LD,NO REB,,3,PK,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,7,D,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,77,P,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,7,S,HD,,C,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,15,CE,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,15,M,LD,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,15,CE,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,17,CE,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,17,S,HD,,U,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,19,CE,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,8,CE,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,19,B,LD,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,21,B,LD,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,22,CE,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,10,S,LD,NO REB,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,9,P,HD,,,3,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,88,S,HD,,C,3,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,10,M,MD,,C,3,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,22,CE,,,,3,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,7,CE,,,,3,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,8,D,,,,3,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,6,D,,,,3,PP,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,6,D,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,34,CE,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,17,CE,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,17,S,LD,NO REB,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,8,M,MD,,C,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,8,CE,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,14,S,MD,,C,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,7,D,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,7,M,LD,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,7,S,LD,NO REB,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,22,B,LD,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,6,D,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,22,CE,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,19,CE,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,34,S,LD,NO REB,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,55,D,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,10,P,HD,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,22,S,HD,,C,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,22,PE,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,10,CE,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,10,D,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,98,D,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,8,ENGOAL,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Toronto Marlboros,M,98,D,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,22,CE,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,88,CE,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,88,S,LD,NO REB,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,8,PE,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,6,CE,,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,6,P,HD,,,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,22,POST,HD,,U,3,EV,,,,,
GTHL Playoffs,Mississauga Senators,Toronto Marlboros,Mississauga Senators vs. Toronto Marlboros Game 4,Mississauga Senators,S,7,M,MD,,U,3,EV,,,,,
GTHL Playoffs,Markham Majors,Don Mills Flyers,Markham Majors vs. Don Mills Flyers Game 4,Don Mills Flyers,D,72,D,,,,1,EV,,,,,
GTHL Playoffs,Markham Majors,Don Mills Flyers,Markham Majors vs. Don Mills Flyers Game 4,Don Mills Flyers,D,21,D,,,,1,EV,,,,,
GTHL Playoffs,Markham Majors,Don Mills Flyers,Markham Majors vs. Don Mills Flyers Game 4,Don Mills Flyers,D,2,B,LD,,,1,EV,,,,,
GTHL Playoffs,Markham Majors,Don Mills Flyers,Markham Majors vs. Don Mills Flyers Game 4,Don Mills Flyers,D,2,S,LD,REB,,1,EV,,,,,
GTHL Playoffs,Markham Majors,Don Mills Flyers,Markham Majors vs. Don Mills Flyers Game 4,Markham Majors,M,92,CE,,,,1,EV,,,,,
GTHL Playoffs,Markham Majors,Don Mills Flyers,Markham Majors vs. Don Mills Flyers Game 4,Markham Majors,M,17,S,LD,REB,,1,EV,,,,,
GTHL Playoffs,Markham Majors,Don Mills Flyers,Markham Majors vs. Don Mills Flyers Game 4,Markham Majors,M,,S,MD,,C,1,EV,,,,,
GTHL Playoffs,Markham Majors,Don Mills Flyers,Markham Majors vs. Don Mills Flyers Game 4,Markham Majors,M,,,,,,1,EV,,,,,
GTHL Playoffs,Markham Majors,Don Mills Flyers,Markham Majors vs. Don Mills Flyers Game 4,Markham Majors,M,66,P,MD,TIP,,1,EV,,,,,
GTHL Playoffs,Markham Majors,Don Mills Flyers,Markham Majors vs. Don Mills Flyers Game 4,Markham Majors,M,92,S,MD,TIP,,1,EV,,,,,
GTHL Playoffs,Markham Majors,Don Mills Flyers,Markham Majors vs. Don Mills Flyers Game 4,Markham Majors,M,66,M,LD,,,1,EV,,,,,
GTHL Playoffs,Markham Majors,Don Mills Flyers,Markham Majors vs. Don Mills Flyers Game 4,Markham Majors,M,91,D,,,,1,EV,,,,,
GTHL Playoffs,Markham Majors,Don Mills Flyers,Markham Majors vs. Don Mills Flyers Game 4,Don Mills Flyers,D,72,D,,,,1,EV,,,,,
GTHL Playoffs,Markham Majors,Don Mills Flyers,Markham Majors vs. Don Mills Flyers Game 4,Markham Majors,M,12,D,,,,1,EV,,,,,
GTHL Playoffs,Markham Majors,Don Mills Flyers,Markham Majors vs. Don Mills Flyers Game 4,Markham Majors,M,16,CE,,,,1,PK,,,,,
GTHL Playoffs,Markham Majors,Don Mills Flyers,Markham Majors vs. Don Mills Flyers Game 4,Don Mills Flyers,D,18,CE,,,,1,PK,,,,,
GTHL Playoffs,Markham Majors,Don Mills Flyers,Markham Majors vs. Don Mills Flyers Game 4,Don Mills Flyers,D,18,GOAL,LD,,,1,PK,,,,,
GTHL Playoffs,Markham Majors,Don Mills Flyers,Markham Majors vs. Don Mills Flyers Game 4,Don Mills Flyers,D,8,M,LD,,,1,EV,,,,,
GTHL Playoffs,Markham Majors,Don Mills Flyers,Markham Majors vs. Don Mills Flyers Game 4,Markham Majors,M,17,D,,,,1,EV,,,,,
GTHL Playoffs,Markham Majors,Don Mills Flyers,Markham Majors vs. Don Mills Flyers Game 4,Markham Majors,M,27,S,MD,,C,1,EV,,,,,
